This worksheet includes one table, with columns A through AX. Blank cells within the table indicate that there is no data for that element.  The table includes data, organized by district, such as county and district codes and names.  The table also includes basic information about the district such as address, website, and contacts. Districts with county code 80 are charter districts and the county name listed is the host county. District 1431 is a state agency that is in Mercer County.
New Jersey School Directory
Public School Districts
County Code,County Name,District Code,District Name,Chrt Sch Code,Supt. Title,Supt. First Name,Supt. Last Name,Supt. Title 2,Supt. EMail,Address1,Address2,City,State,Zip,Mailing Address1,Mailing Address2,Mailing Address3,Mailing City,Mailing State,Mailing Zip,Mailing Zip+4,Phone,BA Title1,BA First Name,BA Last Name,BA Email,BA Title2,SEC Title1,SEC First Name,SEC Last Name,SEC Title2,HIB Title1,HIB First Name,HIB Last Name,HIB Title2,State Testing Coor. Title1,State Testing Coor. First Name,State Testing Coor. Last Name,State Testing Coor. Title2,PARCC IT Con. Title1,PARCC IT Con. First Name,PARCC IT Con. Last Name,PARCC IT Con. Title2,School Safety Specialist Title1,School Safety Specialist First Name,School Safety Specialist Last Name,School Safety Specialist Title2,Website,NCES ID
="05",BURLINGTON,="0605","Burlington County Special Services School District",="","Dr.","Ashanti","Holley","Superintendent",aholley@burlcoschools.org,20 PIONEER BLVD., ,WESTAMPTON,NJ,="08060-3824",20 PIONEER BLVD.,,,WESTAMPTON,NJ,="08060",="3824",609-261-5600 x2200,"Mr.","Andrew","Wilmott",awillmott@burlcoschools.org,Business Administrator,Dr.,Bobbie,Downs,"Assistant Superintendent","Dr.","Bobbie","Downs","Anti-Bullying Coordinator","Mr.","Michael","Berger","Dist. Coordinator of State Testing","","","","","","","","",www.bcsssd.k12.nj.us,="3402440"
="05",BURLINGTON,="0620","Burlington Township School District",="","Dr.","Mary Ann","Bell","Superintendent",mbell@burltwpsch.org,710 Jacksonville Road,Hopkins Building ,Burlington,NJ,="08016",P.O. Box 428,,,Burlington,NJ,="08016",="",609-387-3955 x2057,"Mr.","Nicholas","Bice",nbice@burltwpsch.org,B. A. / Board Secretary,Mr.,Christopher,Giannotti,"Director of Special Education","Dr.","Rafe","Vecere","Anti-Bullying Coordinator","Ms.","Katina","George","Dist. Coordinator of State Testing","Ms.","Heather","Garfield","LEA Assessment IT Contact","Mr.","Nicholas","Bice","School Safety Specialist",www.burltwpsch.org,="3402460"
="05",BURLINGTON,="0830","Chesterfield Township School District",="","Mr.","Scott","Heino","Superintendent",sheino@chesterfieldschool.com,30 Saddle Way, ,Chesterfield,NJ,="08515",30 Saddle Way,,,Chesterfield,NJ,="08515",="",609-298-6900 x1230,"Dr.","Scott","Hogan",shogan@chesterfieldschool.com,B. A. / Board Secretary,Dr.,Melissa,Carlton,"Supervisor of Special Services","Mrs.","Coletta","Graham","Anti-Bullying Coordinator","Mrs.","Coletta","Graham","Dist. Coordinator of State Testing","Mr.","Steve","Lee","LEA Assessment IT Contact","Dr.","Scott","Hogan","School Safety Specialist",www.chesterfieldschool.com,="3403090"
="05",BURLINGTON,="0840","Cinnaminson Township School District",="","","Stephen","Cappello","Superintendent",cappellos@cinnaminson.com,2195 RIVERTON ROAD, ,CINNAMINSON,NJ,="08077-3729",2195 RIVERTON ROAD,,,CINNAMINSON,NJ,="08077",="3729",856-829-7600 x2102,"","Melissa","Wilke",wilkem@cinnaminson.com,B. A. / Board Secretary,,Darlene,Llewellyn,"Director of Special Education","Dr.","Franklin","Goulburn","Anti-Bullying Coordinator","","Lynda","Colella","Dist. Coordinator of State Testing","","Stephen","Creel","LEA Assessment IT Contact","Dr.","Franklin","Goulburn","School Safety Specialist",www.cinnaminson.com,="3403120"
="05",BURLINGTON,="1030","Delanco Township School District",="","Dr.","Ronnie","Tarchichi","Superintendent",rtarchichi@delanco.com,1301 Burlington Avenue, ,Delanco,NJ,="08075",1301 Burlington Avenue,,,Delanco,NJ,="08075",="",856-461-1905,"Mr.","James","Heiser",jheiser@delanco.com,B. A. / Board Secretary,Dr.,Debra,Vesper,"Director of Child Study Team","Ms.","Allison","Canty","Anti-Bullying Coordinator","Ms.","Allison","Canty","Dist. Coordinator of State Testing","Mr.","Phillip","Bolger","LEA Assessment IT Contact","Dr.","Ronnie","Tarchichi","School Safety Specialist",www.delanco.com,="3403690"
="05",BURLINGTON,="1060","Delran Township School District",="","Dr.","Lisa","Della Vecchia","Chief School Administrator",ldellavecchia@delranschools.org,52 Hartford Road, ,Delran,NJ,="08075",52 Hartford Road,,,Delran,NJ,="08075",="",856-461-6800 x 1002,"Mr.","Ricardo","Jones",rjones@delranschools.org,B. A. / Board Secretary,Mrs.,Holly,Corsanico,"Asst. Supt. Of Special Education","Mrs.","Christine","DeSimone","Anti-Bullying Coordinator","Mrs.","Jennifer","Lowe","Dist. Coordinator of State Testing","Mr.","Joel","Deanley","LEA Assessment IT Contact","Mr.","Howard","Davenport","School Safety Specialist",www.delranschools.org,="3403780"
="05",BURLINGTON,="1250","Eastampton Township School District",="","Mrs.","Lianne","Kane","Chief School Administrator",lkane@etsdnj.us,1 Student Drive, ,Eastampton,NJ,="08060-5411",1 Student Drive,,,Eastampton,NJ,="08060",="5411",609-267-9172 x111,"Mr.","Joseph","Firetto",jfiretto@etsdnj.us,Business Administrator,Mrs.,Dawn,Dilliplane,"Supervisor of Special Education Services","Mr.","Brian","Leibowitz","Anti-Bullying Coordinator","Mrs.","Nicole","McGann","Dist. Coordinator of State Testing","Mrs.","Nicole","McGann","LEA Assessment IT Contact","Mrs.","Kelley","Horne","School Safety Specialist",www.etsdnj.us,="3404350"
="05",BURLINGTON,="1280","Edgewater Park Township School District",="","Dr.","Pamela","Nathan","Superintendent",pnathan@edgewaterparksd.org,25 Washington Avenue, ,Edgewater Park,NJ,="08010",25 Washington Avenue,,,Edgewater Park,NJ,="08010",="",609-877-2124 x3003,"Ms.","Nancy","Lane",nlane@edgewaterparksd.org,B. A. / Board Secretary,Dr.,Nicole,Inverso Vogt,"Director of Special Education","Mr.","Jared","Murgio","Anti-Bullying Coordinator","Mrs.","Florencia","Girman","Dist. Coordinator of State Testing","Mrs.","Florencia","Girman","LEA Assessment IT Contact","Mr.","Michael","Melvin","School Safety Specialist",www.edgewaterparksd.org,="3404470"
="05",BURLINGTON,="1420","Evesham Township School District",="","Dr.","Justin","Smith","Chief School Administrator",Smithj@evesham.k12.nj.us,25 S. Maple Avenue, ,Marlton,NJ,="08053",25 S. Maple Avenue,,,Marlton,NJ,="08053",="",856-983-1800 x5012,"Mr.","Jonathan","Yates",Yatesj@evesham.k12.nj.us,School Business Administrator,Dr.,Jennifer,Bland,"Director of Special Education","Ms.","Danielle","Magulick","Anti-Bullying Coordinator","Ms.","Robin","Collins","Dist. Coordinator of State Testing","Mr.","Frederick","Case","LEA Assessment IT Contact","Mr.","Jonathan","Yates","School Safety Specialist",www.evesham.k12.nj.us,="3404890"
="05",BURLINGTON,="1520","Florence Township School District",="","Dr.","Donna","Ambrosius","Superintendent",dambrosius@florence.k12.nj.us,201 Cedar Street, ,Florence,NJ,="08518",201 Cedar Street,,,Florence,NJ,="08518",="",609-499-4600,"Mr.","Luis","Valencia",lvalencia@florence.k12.nj.us,Business Administrator,Mr.,Christopher,Butler,"Director of Child Study Team","Ms.","Lauren","Pica","Anti-Bullying Coordinator","Ms.","Katie","Mallon","Dist. Coordinator of State Testing","Mr.","Mukesh","Gupta","LEA Assessment IT Contact","Dr.","Donna","Ambrosius","School Safety Specialist",www.florence.k12.nj.us,="3405220"
="05",BURLINGTON,="1910","Hainesport Township School District",="","Mr.","Joseph","Corn","Superintendent",jcorn@hainesport.k12.nj.us,211 Broad St., ,Hainesport,NJ,="08036",P. O. Box 538,,,Hainesport,NJ,="08036",="",609-267-1316 x 207,"Mr.","Jake","Bryson",bryson@hainesport.k12.nj.us,B. A. / Board Secretary,Mr.,Anthony,Procopio, Jr.,"Supervisor of Special Services","Mr.","Anthony","Procopio, Jr.","Anti-Bullying Coordinator","Mr.","Anthony","Procopio, Jr.","Dist. Coordinator of State Testing","Mr.","Steve","Lee","LEA Assessment IT Contact","Mr.","Joseph","Corn","School Safety Specialist",www.hainesport.k12.nj.us,="3406420"
="05",BURLINGTON,="2610","Lenape Regional High School District",="","Mr.","Matthew","Webb","Chief School Administrator",mwebb@lrhsd.org,93 Willow Grove Road, ,Shamong,NJ,="08088",93 Willow Grove Road,,,Shamong,NJ,="08088",="",609-268-2000 x554100,"Mrs.","Kara","Huber",khuber@lrhsd.org,B. A. / Board Secretary,Mrs.,Amanda,Cassel,"Director of Special Education","Mr.","Bradley","Bauer","Anti-Bullying Coordinator","Mr.","Chris","Callinan","Dist. Coordinator of State Testing","","","","","Mr.","Michael","Gollnick","School Safety Specialist",www.lrhsd.org,="3408490"
="05",BURLINGTON,="2850","Lumberton Township Board of Education",="","Mr.","David","Cappuccio","Superintendent",dcappuccio@lumberton.k12.nj.us,33 Municipal Drive, ,Lumberton,NJ,="08048",33 Municipal Drive,,,Lumberton,NJ,="08048",="",609-267-1406 x6614,"Mr.","Robert","Kraft",rkraft@lumberton.k12.nj.us,B. A. / Board Secretary,Mr.,Lee,Van Fleet,"Supervisor of Special Education Services","Mr.","James","Colon","Anti-Bullying Coordinator","Dr.","Chrstine","Skinner","Dist. Coordinator of State Testing","Mr.","Howard","Galowitz","LEA Assessment IT Contact","Mr.","James","Colon","School Safety Specialist",www.lumberton.k12.nj.us,="3409180"
="05",BURLINGTON,="2960","Mansfield Township School District",="","","Danielle","Dolci","Acting Superintendent",ddolci@mansfieldschool.com,200 Mansfied Road East, ,Columbus,NJ,="08022",200 Mansfied Road East,,,Columbus,NJ,="08022",="",609-298-2037 x2500,"","Danielle","Dolci",ddolci@mansfieldschool.com,School Business Administrator,,Ashley,Raywood,"Supervisor of Special Services","","Stacy","Cullari","Anti-Bullying Coordinator","","Glenn","Kershner","Dist. Coordinator of State Testing","","Steve","Lee","LEA Assessment IT Contact","","Glenn","Kershner","School Safety Specialist",www.mansfieldschool.com,="3409510"
="05",BURLINGTON,="3010","Maple Shade School District",="","Mrs.","Beth","Norcia","Superintendent",bnorcia@msemail.org,170 Frederick Avenue, ,Maple Shade,NJ,="08052",170 Frederick Avenue,,,Maple Shade,NJ,="08052",="",856-779-1750 x5206,"Mr.","Michael","Blake",MBlake@msemail.org,B. A. / Board Secretary,Dr.,Dawn,Monacella,"Director of Special Education","Mr.","Scott","Arnauer","Anti-Bullying Coordinator","Mr.","Matt","LaGrou","Dist. Coordinator of State Testing","Mr.","Scott","Arnauer","LEA Assessment IT Contact","Mrs.","Beth","Norcia","School Safety Specialist",http://www.mapleshade.org,="3409660"
="05",BURLINGTON,="3070","Medford Lakes School District",="","Dr.","Anthony","Dent","Superintendent",adent@medford-lakes.k12.nj.us,44 Neeta Trail, ,Medford Lakes,NJ,="08055",44 Neeta Trail,,,Medford Lakes,NJ,="08055",="",609-654-5155 x 200,"Mrs.","Lynn","Shugars",lshugars@medford-lakes.k12.nj.us,Interim Business Administrator,Mrs.,Jennifer,Summerville,"Supervisor of Special Services","Mrs.","Jennifer","Summerville","Anti-Bullying Coordinator","Mrs.","Brianna","Chapin","Dist. Coordinator of State Testing","","","","","Dr.","Anthony","Dent","School Safety Specialist",www.medford-lakes.k12.nj.us,="3409840"
="05",BURLINGTON,="3080","Medford Township School District",="","Mrs.","Keira","Scussa","Superintendent",kscussa@medfordschools.net,137 Hartford Road, ,Medford,NJ,="08055-2371",137 Hartford Road,,,Medford,NJ,="08055",="2371",609-654-6416,"Mrs.","Evanthia","DiGangi",edigangi@medfordschools.net,Business Administrator,Mrs.,Nicole,Espenberg,"Director of Student Personnel Services","Mrs.","Nicole","Espenberg","Anti-Bullying Coordinator","Mr.","Mark","Damon","Dist. Coordinator of State Testing","Mr.","Shaun","Gray","LEA Assessment IT Contact","Mr.","John","Gallagher","School Safety Specialist",www.medford.k12.nj.us,="3409870"
="05",BURLINGTON,="3360","Moorestown Township Public School District",="","Dr.","Courtney","McNeely","Superintendent",cmcneely@mtps.com,803 North Stanwick Road, ,Moorestown,NJ,="08057",803 North Stanwick Road,,,Moorestown,NJ,="08057",="",856-778-6600 x18001,"Mr.","James","Heiser",jheiser@mtps.com,B. A. / Board Secretary,Dr.,David,Tate,"Director of Special Education","Ms.","Cheri","Caravano","Anti-Bullying Coordinator","Mrs.","Lauren","Schmidt","Dist. Coordinator of State Testing","Mr.","Jeff","Arey","LEA Assessment IT Contact","Mr.","Brian","Carter","School Safety Specialist",www.mtps.com,="3410710"
="05",BURLINGTON,="3430","Mount Holly Township Public School District",="","Mr.","Robert","Mungo","Superintendent",rmungo@mtholly.k12.nj.us,331 Levis Drive, ,Mt. Holly,NJ,="08060",331 Levis Drive,,,Mt. Holly,NJ,="08060",="",609-267-7108,"Mrs.","Donna","DiLapo",ddilapo@mtholly.k12.nj.us,Business Administrator,Mrs.,Tifanie,Pierce,"Director of Special Education","Mr.","Daniel","Finn","Anti-Bullying Coordinator","Mrs.","Amie","Dougherty","Dist. Coordinator of State Testing","","","","","Mr.","Robert","Mungo","School Safety Specialist",www.mtholly.k12.nj.us,="3410920"
="05",BURLINGTON,="3440","Mount Laurel Township School District",="","Dr.","George","Rafferty","Superintendent",grafferty@mtlaurelschools.org,330 Mount Laurel Road, ,Mount Laurel,NJ,="08054",330 Mount Laurel Road,,,Mount Laurel,NJ,="08054",="",856-235-3387,"Mr.","Robert","Wachter",rwachter@mtlaurelschools.org,School Business Administrator,Dr.,Diane,Willard,"Director of Child Study Team","Mr.","Matt","Saul","Anti-Bullying Coordinator","Mr.","Matt","Saul","Dist. Coordinator of State Testing","Mr.","Micheal","Bergonzoni","LEA Assessment IT Contact","Mr.","Robert","Wachter","School Safety Specialist",www.mtlaurelschools.org,="3410950"
="05",BURLINGTON,="3540","New Hanover Township",="","Dr.","Scott","Larkin","Superintendent",slarkin@newhanover.k12.nj.us,122 Fort Dix Street, ,Wrightstown,NJ,="08562",122 Fort Dix Street,,,Wrightstown,NJ,="08562",="",609-723-2139 x114,"Mr.","Bernard","Biesiada",bbiesiada@newhanover.k12.nj.us,B. A. / Board Secretary,Mr.,David,Bramley,"Special Ed. Coordinator","Mr.","Dan","Yanda","Anti-Bullying Coordinator","Mr.","David","Bramley","Dist. Coordinator of State Testing","Mr.","John","McMenamin","LEA Assessment IT Contact","Dr.","Scott","Larkin","School Safety Specialist",http://newhanover.k12.nj.us,="3411250"
="05",BURLINGTON,="3650","North Hanover Township School District",="","Dr.","Michael","Maschi","Superintendent",mmaschi@nhanover.com,331 Monmouth Road, ,Wrightstown,NJ,="08562-2127",331 Monmouth Road,,,Wrightstown,NJ,="08562",="2127",609-738-2600,"Ms.","Amy","Lerner",alerner@nhanover.com,B. A. / Board Secretary,Mrs.,Adell,Valasek,"Director of Child Study Team","Dr.","Gerald","Paterson","Anti-Bullying Coordinator","Mrs.","Deniese","Guinan","Dist. Coordinator of State Testing","Mr.","Steve","Lee","LEA Assessment IT Contact","Mr.","Richard","Takakjy","School Safety Specialist",www.nhanover.com,="3411580"
="05",BURLINGTON,="3690","Northern Burlington County Regional School District",="","Dr.","Andrew","Zuckerman","Superintendent",azuckerman@nburlington.com,160 Mansfield Road East, ,Columbus,NJ,="08022",160 Mansfield Road East,,,Columbus,NJ,="08022",="",609-298-3900 x2005,"Mrs.","Jamie","Williams",jwilliamsnburlington.com,B. A. / Board Secretary,Ms.,Lisa,Peters,"Director of Special Education","Ms.","Kieshea","Fitzgerald","Anti-Bullying Coordinator","Dr.","Amy","Stella","Dist. Coordinator of State Testing","Mr.","Steve","Lee","LEA Assessment IT Contact","Mr.","Matthew","Konowicz","School Safety Specialist",www.nburlington.com,="3411700"
="05",BURLINGTON,="3920","Palmyra Public School District",="","Dr.","Florencia","Norton","Superintendent",fnorton@palmyra.k12.nj.us,311 W 5TH STREET, ,Palmyra,NJ,="08065",311 W 5TH STREET,,,Palmyra,NJ,="08065",="",856-786-9300 x1016,"Mr.","Jared","Toscano",jtoscano@palmyra.k12.nj.us,B. A. / Board Secretary,Mr.,Kenneth,Holloway,"Director of Student Services","Mr.","Michael","Papenberg","Anti-Bullying Coordinator","Ms.","Robyn","Ivanisik","Dist. Coordinator of State Testing","Mr.","Matt","Overs","LEA Assessment IT Contact","","","","",http://palmyraschools.com/,="3412390"
="05",BURLINGTON,="4050","Pemberton Township School District",="","Mr.","Jeffrey","Havers","Superintendent",jhavers@pemb.org,1 Egbert St., ,Pemberton,NJ,="08068",1 Egbert St.,,,Pemberton,NJ,="08068",="",609-893-8141 x 1003,"Ms.","Laura","Archer",larcher@pemb.org,School Business Administrator,Mrs.,Christine,Hale,"Director of Special Education","Ms.","Kimberly","Ferlauto","Anti-Bullying Coordinator","Ms.","Kimberly","Ferlauto","Dist. Coordinator of State Testing","","","","","Mr.","Joseph","Bowen","School Safety Specialist",www.pemberton.k12.nj.us,="3412810"
="05",BURLINGTON,="4320","Rancocas Valley Regional High School District",="","Dr.","Karen","Benton","Superintendent",kbenton@rvrhs.com,520 Jacksonville Road, ,Mount Holly,NJ,="08060",520 Jacksonville Road,,,Mount Holly,NJ,="08060",="",609-267-0830 x3206,"Ms.","Patricia","Austin",paustin@rvrhs.com,Business Administrator,Mrs.,Kelly,Scapellato,"Supervisor of Special Education Services","Mr.","Anthony","Bowker","Anti-Bullying Coordinator","Mr.","Ron","Wence","Dist. Coordinator of State Testing","Mr.","Ron","Wence","LEA Assessment IT Contact","Mr.","Anthony","Bowker","School Safety Specialist",www.rvrhs.com,="3413620"
="80",BURLINGTON,="6026","Riverbank Charter School of Excellence",="908","Ms.","Beth","Kelley","Chief School Administrator",kelley@riverbank.charter.k12.nj.us,1300 Hornberger Ave, ,Roebling,NJ,="08554",1300 Hornberger Ave,,,Roebling,NJ,="08554",="",609-499-4321,"Ms.","Deborah","Pontoriero",pontoriero@riverbank.charter.k12.nj.us,School Business Administrator,Ms.,Beth,Kelley,"Special Ed. Coordinator","Ms.","Debbie","Pontoriero","Anti-Bullying Coordinator","Ms.","Beth","Kelley","Dist. Coordinator of State Testing","","","","","Ms.","Beth","Kelley","School Safety Specialist",http://riverbank.charter.k12.nj.us,="3400731"
="05",BURLINGTON,="4450","Riverside Township School District",="","Mr.","Michael","Adams","Superintendent",MAdams@riverside.k12.nj.us,112 East Washington Street, ,Riverside,NJ,="08075",112 East Washington Street,,,Riverside,NJ,="08075",="",856-461-1255 x1111,"Mr.","Robert","O'Brien",robrien@riverside.k12.nj.us,Business Administrator,Mrs.,Erika,Ruff,"Director of Child Study Team","Mrs.","Erika","Ruff","Anti-Bullying Coordinator","Ms.","Stacy","Saia","Dist. Coordinator of State Testing","Mr.","Jonathan","Gazaway","LEA Assessment IT Contact","","","","",www.riverside.k12.nj.us,="3414010"
="05",BURLINGTON,="4460","Riverton School District",="","Mr.","Joshua","Zagorski","Superintendent",jzagorski@riverton.k12.nj.us,600 Fifth Street,Riverton School ,Riverton,NJ,="08077",600 Fifth Street,Riverton School,,Riverton,NJ,="08077",="",856-829-0087,"Mr.","Robert","Foster",rfoster@riverton.k12.nj.us,School Business Administrator,Dr.,Lorna,Sullivan,"Special Ed. Coordinator","Dr.","Lorna","Sullivan","Anti-Bullying Coordinator","Mr.","Robert","Sciarrotta","Dist. Coordinator of State Testing","Mr.","Robert","Sciarrotta","LEA Assessment IT Contact","Mr.","Joshua","Zagorski","School Safety Specialist",https://rivertonschool.com/,="3414040"
="05",BURLINGTON,="4740","Shamong Township School District",="","Mrs.","Mayreni","Fermin-Cannon","Superintendent",mfcannon@shamongschools.org,295 Indian Mills Road, ,Shamong,NJ,="08088",295 Indian Mills Road,,,Shamong,NJ,="08088",="",609-268-0120,"Mr.","John","Scavelli",jscavelli@shamongschools.org,Interim Business Administrator,Ms.,Sandy,Knowles,"Special Ed. Coordinator","Ms.","Sandy","Knowles","Anti-Bullying Coordinator","Ms.","Laura","Hoffman","Dist. Coordinator of State Testing","Mr.","Kristjan","Gatewood","LEA Assessment IT Contact","Ms.","Mayreni","Fermin-Cannon","School Safety Specialist",www.shamongschools.org,="3414880"
="05",BURLINGTON,="4930","Southampton Township School District",="","Mrs.","Megan","Geibel","Superintendent",geibelm@stsdwarriors.org,Betty L. Wright Administration Building,177 Main Street ,Southampton,NJ,="08088-8874",Betty L. Wright Administration Building,177 Main Street,,Southampton,NJ,="08088",="8874",609-859-2256 x127,"Mrs.","Mary","Conroy",conroym@stsdwarriors.org,B. A. / Board Secretary,Mrs.,Maureen,Walsh,"Supervisor of Special Education Services","Mrs.","Megan","Geibel","Anti-Bullying Coordinator","Mrs.","Casey","Noble","Dist. Coordinator of State Testing","Mr.","Matthew","Bokey","LEA Assessment IT Contact","Mrs.","Kristine","Bertulis","School Safety Specialist",www.stsdwarriors.org,="3415420"
="05",BURLINGTON,="5010","Springfield Township School District",="","Mr.","Craig","Vaughn","Superintendent",cvaughn@springfieldschool.org,2146 Jacksonville-Jobstown Rd, ,Jobstown,NJ,="08041",2146 Jacksonville-Jobstown Rd,,,Jobstown,NJ,="08041",="",609-723-2479 x104,"Mr.","Nikolas","Vrettos",nvrettos@springfieldschool.org,School Business Administrator,Mr.,Craig,Vaughn,"Director of Child Study Team","Mr.","Craig","Vaughn","Anti-Bullying Coordinator","Mrs.","Mahe","Zaidi","Dist. Coordinator of State Testing","Mr.","Rene","Harris","LEA Assessment IT Contact","Mr.","Craig","Vaughn","School Safety Specialist",www.springfieldschool.org,="3415660"
="05",BURLINGTON,="5130","Tabernacle Township School District",="","Mr.","Shaun","Banin","Chief School Administrator",banins@tabschools.org,132 New Road, ,Tabernacle,NJ,="08088",132 New Road,,,Tabernacle,NJ,="08088",="",609-268-0153 x 1011,"Ms.","Patricia","Palmieri",palmierip@tabschools.org,B. A. / Board Secretary,Ms.,Stacey,Arzt,"Supervisor of Special Services","Mr.","Ryan","Pina","Anti-Bullying Coordinator","Ms.","Nicole","Angiolino","Dist. Coordinator of State Testing","Mr.","Kyle","Calderwood","LEA Assessment IT Contact","Mr.","Shaun","Banin","School Safety Specialist",www.tabschools.org,="3416020"
="05",BURLINGTON,="5490","Washington Township School District",="","","","","",,N/A,N/A ,N/A,NJ,="08215",N/A,N/A,,N/A,NJ,="08215",="",,"Ms.","Todd","D'Anna",tdanna@mullicaschools.com,School Business Administrator,,,,"","","","","","","","","","","","","","","","","",www.wtgreenbank.k12.nj.us,="3417040"
="05",BURLINGTON,="5720","Westampton Township Public School District",="","Mr.","James","DiDonato","Superintendent",jdidonato@westamptonschools.org,700 Rancocas Road, ,Westampton,NJ,="08060",700 Rancocas Road,,,Westampton,NJ,="08060",="",609-267-2053 x1505,"Mrs.","Karen","Greer",kgreer@westamptonschools.org,Business Administrator,Mrs.,Jean,Zitter,"Special Ed. Coordinator","Mr.","Gerald","Tenebruso","Anti-Bullying Coordinator","Mrs.","Jennifer","Murray","Dist. Coordinator of State Testing","Mr.","Bob","McDonnell","LEA Assessment IT Contact","Mr.","James","DiDonato","School Safety Specialist",www.westamptonschools.org,="3417730"
="05",BURLINGTON,="5805","Willingboro Public School District",="","Ms.","Marti","Hill","Acting Superintendent",mhill@wboe.net,440 Beverly Rancocas Road, ,Willingboro,NJ,="08046",440 Beverly Rancocas Road,,,Willingboro,NJ,="08046",="",609-835-8600 x1013,"Mr.","Jason","Jones",jjones@wboe.net,Business Administrator,Ms.,Keenan,Riley,"Acting Spec. Ed. Coordinator","Ms.","Theresa","Lucas","Anti-Bullying Coordinator","Ms.","Jennifer","Brandon","Dist. Coordinator of State Testing","","","","","Mr.","Varney","Capehart","School Safety Specialist",www.willingboroschools.org,="3418000"
="05",BURLINGTON,="5890","Woodland Township School District",="","Mr.","Scott","Strong","Superintendent",jsstrong@woodlandboe.org,2 John Bowker Jr. Blvd., ,Chatsworth,NJ,="08019",PO Box 477,,,Chatsworth,NJ,="08019",="",609-726-1230,"Mrs.","Marie","Goodwin",mgoodwin@woodlandboe.org,School Business Administrator,Mr.,Carolyn,Fischl,"Supervisor of Special Education Services","Mr.","Scott","Strong","Anti-Bullying Coordinator","Mr.","Scott","Strong","Dist. Coordinator of State Testing","","","","","Mr.","Scott","Strong","School Safety Specialist",www.woodlandboe.org,="3418240"
="07",CAMDEN,="0150","Audubon Public School District",="","Ms.","Sandra","Allen","Superintendent",sallen@audubonschools.org,350 Edgewood Avenue, ,Audubon,NJ,="08106",350 Edgewood Avenue,,,Audubon,NJ,="08106",="",856-547-1325,"Mrs.","Deborah","Roncace",droncace@audubonschools.org,School Business Administrator,Ms.,Noelle,Bisinger,"Supervisor of Special Education Services","Mr.","Frank","Corley","Anti-Bullying Coordinator","Mr.","Shamus","Burke","Dist. Coordinator of State Testing","Mr.","Michael","Chisholm","LEA Assessment IT Contact","Mr.","Eric","Miller","School Safety Specialist",www.audubonschools.org,="3401050"
="07",CAMDEN,="0190","Barrington School District",="","Mr.","Anthony","Arcodia","Superintendent",aarcodia@barringtonschools.net,311 Reading Avenue, ,Barrington,NJ,="08007",311 Reading Avenue,,,Barrington,NJ,="08007",="",856-547-8467x118,"Mr.","Samuel","Dutkin",sdutkin@barringtonschools.net,B. A. / Board Secretary,Mrs.,Renee,Gonnella,"Director of Special Education","Mrs.","Renee","Gonnella","Anti-Bullying Coordinator","Dr.","Lindsay","McCarron","Dist. Coordinator of State Testing","Mr.","Samuel","Dutkin","LEA Assessment IT Contact","Mr.","Anthony","Arcodia","School Safety Specialist",www.barringtonschools.net,="3401170"
="07",CAMDEN,="0260","Bellmawr Public School District",="","Mrs.","Danielle","Sochor","Superintendent",dsochor@bellmawrschools.org,256 Anderson Ave, ,Bellmawr,NJ,="08031",256 Anderson Ave,,,Bellmawr,NJ,="08031",="",856-931-3620,"Mr.","Patrick","Doyle",pdoyle@bellmawrschools.org,Business Administrator,Ms.,Shannon,Kemp,"Director of Special Education","Mr.","Matthew","Maguire","Anti-Bullying Coordinator","Mr.","Matthew","Maguire","Dist. Coordinator of State Testing","Mr.","John","DiBlasio","LEA Assessment IT Contact","Mr.","Patrick","Doyle","School Safety Specialist",www.bellmawrschools.org,="3401380"
="07",CAMDEN,="0330","Berlin Borough School District",="","Mr.","Jack","Marcellus","Superintendent",marcellusj@bcsberlin.org,215 South Franklin Avenue, ,Berlin,NJ,="08009",215 South Franklin Avenue,,,Berlin,NJ,="08009",="",856-767-0129 x 217,"Mrs.","Kristen","Mari",marik@bcsberlin.org,B. A. / Board Secretary,Ms.,Ashley,Power,"Director of Special Education","Ms.","Lindsay","Hickman","Anti-Bullying Coordinator","Ms.","Julie","Crossan","Dist. Coordinator of State Testing","Mrs.","Jennifer","Carullo","LEA Assessment IT Contact","Ms.","Therese","Bonmati","School Safety Specialist",www.bcsberlin.org,="3401590"
="07",CAMDEN,="0340","Berlin Township School District",="","Mr.","Adam","Lee","Superintendent",alee@btwpschools.org,225 Grove Avenue, ,West Berlin,NJ,="08091",225 Grove Avenue,,,West Berlin,NJ,="08091",="",856-767-9480,"Mrs.","Megan","Stoddart",mstoddart@btwpschools.org,School Business Administrator,Ms.,Kristin,Braidwood,"Supervisor of Special Education Services","Ms.","Ryan","Rollins","Anti-Bullying Coordinator","Ms.","Dina","Bottley","Dist. Coordinator of State Testing","","","","","Mr.","Adam","Lee","School Safety Specialist",www.btwpschools.org,="3401620"
="07",CAMDEN,="0390","Black Horse Pike Regional School District",="","Dr.","Brian","Repici","Superintendent",brepici@bhprsd.org,580 Erial Road, ,Blackwood,NJ,="08012",580 Erial Road,,,Blackwood,NJ,="08012",="",856-227-4106 x8001,"Mr.","Scott","Kipers",skipers@bhprsd.org,Business Administrator,Mrs.,Erika,Silich,"Supervisor of Special Services","Mrs.","Julie","Scully","Anti-Bullying Coordinator","Mrs.","Mary-Alice","Baratta","Dist. Coordinator of State Testing","","","","","Mr.","Robert","DiMaulo, Jr.","School Safety Specialist",www.bhprsd.org,="3401770"
